,Name,Street,City,State,ZIP Code
16,Regency Beauty Institute-North Olmsted,26508 Lorain Road,North Olmsted,OH,44070
17,Regency Beauty Institute-North Tucson,"625 E Wetmore, Suite F-109",Tucson,AZ,85705
18,Regency Beauty Institute-Olathe,12517 South Rogers Road,Olathe,KS,66062
19,Regency Beauty Institute-Pasadena,"5968 Fairmont Parkway, Suite A",Pasadena,TX,77505
20,Regency Beauty Institute-Peoria,"2601 West Lake Ave, Suite B-1A",Peoria,IL,61615
21,Regency Beauty Institute-Plano,"1017 North Central Expressway, Suite 200",Plano,TX,75075
22,Regency Beauty Institute-Ridgedale,"12993 Ridgedale Drive, Suite 103",Minnetonka,MN,55305
23,Regency Beauty Institute-Roanoke,5002 Cross Road NW,Roanoke,VA,24012
24,Regency Beauty Institute-Rockford,657 Highgrove Place,Rockford,IL,61108
25,Regency Beauty Institute-Round Rock,"2711 LaFrontera, Suite 110",Round Rock,TX,78681
26,Regency Beauty Institute-San Antonio,"309 North West Loop 410, Suite 1",San Antonio,TX,78216
27,Regency Beauty Institute-Shreveport,"7460 Youree Dr, Suite R",Shreveport,LA,71105
28,Regency Beauty Institute-South Bend,"4150 Grape Road, Suite A",Mishawaka,IN,46545
29,Regency Beauty Institute-Spartanburg,"225 W Black Stock Road, Suite OP3",Spartanburg,SC,29301
30,Regency Beauty Institute-Springfield,"1415 East Battlefield, Unit 1415",Springfield,MO,65804
31,Regency Beauty Institute-St Cloud,110 2nd Street South,Waite Park,MN,56387
32,Regency Beauty Institute-St Peters,259 Salt Lick Road,St. Peters,MO,63376
33,Regency Beauty Institute-SW Houston,"8201 South Gessner Drive, Suite A",Houston,TX,77036
34,Regency Beauty Institute-Tinley Park,15931 South Harlem Avenue,Tinley Park,IL,60477
35,Regency Beauty Institute-Toledo,1554 Spring Meadows Drive,Holland,OH,43528
36,Regency Beauty Institute-Tolleson,"7910 West Thomas Road, Suite 105",Phoenix,AZ,85033
37,Regency Beauty Institute-Topeka,"1930 SW Wanamaker Road, Suite A",Topeka,KS,66604
38,Regency Beauty Institute-Tri-County,11489 Princeton Pike,Springdale,OH,45246
39,Regency Beauty Institute-Westminster,"6755 West 88th Avenue., Unit A",Westminster,CO,80031
40,Regency Beauty Institute-Winston-Salem,588 Hanes Mall Blvd,Winston Salem,NC,27103
41,Regent University,1000 Regent University Dr,Virginia Beach,VA,23464
42,Regina's College of Beauty,1631 Gordon Highway,Augusta,GA,30906-0000
43,Regina's College of Beauty-Charlotte,2615 # 3 Freedom Dr,Charlotte,NC,28208
44,Regina's College of Beauty-High Point,801 English Rd,High Point,NC,27262
45,Regina's College of Beauty-Monroe,1201 Stafford st Ste B2,Monroe,NC,28110
46,Regional West Medical Center School of Radiologic Technology,3700 Ave D,Scottsbluff,NE,69361
47,Regis College,235 Wellesley St,Weston,MA,02493-1571
48,Regis University,3333 Regis Blvd,Denver,CO,80221-1099
49,Reid State Technical College,100 and Hwy 83,Evergreen,AL,36401
50,Reinhardt University,7300 Reinhardt Circle,Waleska,GA,30183-2981
51,Relay Graduate School of Education,"40 W 20th St, 7th Fl",New York,NY,10011
52,Remington College of Nursing Orlando,600 Century Point Ste 1050,Lake Mary,FL,32746
53,Remington College-Baton Rouge Campus,4520 South Sherwood Forrest Boulevard,Baton Rouge,LA,70816
54,Remington College-Cleveland Campus,14445 Broadway Ave,Cleveland,OH,44125-1957
55,Remington College-Cleveland West Campus,26350 Brookpark Road,North Olmsted,OH,44070-2163
56,Remington College-Columbia Campus,607 Bush River Rd,Columbia,SC,29210
57,Remington College-Dallas Campus,1800 Eastgate Dr,Garland,TX,75041
58,Remington College-Fort Worth Campus,300 E. Loop 820,Fort Worth,TX,76112-1225
59,Remington College-Heathrow Campus,500 International Parkway,Heathrow,FL,32746
60,Remington College-Honolulu Campus,1111 Bishop St Ste 400,Honolulu,HI,96813-2811
61,Remington College-Houston Campus,3110 Hayes Road Suite 380,Houston,TX,77082
62,Remington College-Houston Southeast Campus,20985 Interstate 45 South,Webster,TX,77598
63,Remington College-Lafayette Campus,"4021-A Ambassador Caffery Parkway, Suite 100A",Lafayette,LA,70503
64,Remington College-Little Rock Campus,"10600 Colonel Glenn Rd, Suite 100",Little Rock,AR,72204
65,Remington College-Memphis Campus,2710 Nonconnah Blvd,Memphis,TN,38132
66,Remington College-Mobile Campus,4368 DOWNTOWNER LOOP S,Mobile,AL,36609
67,Remington College-Nashville Campus,441 Donelson Pk Ste 150,Nashville,TN,37214
68,Remington College-North Houston Campus,"11310 Greens Crossing Blvd, Ste 300",Houston,TX,77067
69,Remington College-Tampa Campus,"6302 E. Dr. Martin Luther King Jr. Blvd, Ste 400",Tampa,FL,33619
70,Renaissance Academie,1460 N. Moonriver Drive,Provo,UT,84604
71,Renaissance College-Massage Program,566 West 1350 South,Bountiful,UT,84010
72,Rend Lake College,468 N Ken Gray Pkwy,Ina,IL,62846
73,Rensselaer BOCES-Practical Nursing Program,35 Colleen Road,Troy,NY,12180
74,Rensselaer Hartford Graduate Center Inc,275 Windsor St,Hartford,CT,06120
75,Rensselaer Polytechnic Institute,110 8th St,Troy,NY,12180-3590
76,Renton Technical College,3000 NE Fourth St,Renton,WA,98056-4123
77,Research College of Nursing,2525 E. Meyer Boulevard,Kansas City,MO,64132
78,Resurrection University,1431 N. Claremont,Chicago,IL,60622
79,RGV Careers,1200 West Polk Avenue,Pharr,TX,78577-2106
80,Rhode Island College,600 Mount Pleasant Ave,Providence,RI,02908
81,Rhode Island School of Design,2 College St,Providence,RI,02903-2784
82,Rhodes College,2000 North Parkway,Memphis,TN,38112-1690
83,Ricci's Academy of Cosmetology,99 South Main Street,Newtown,CT,06470-0000
84,Rice University,6100 S Main St,Houston,TX,77005-1827
85,Rich Mountain Community College,1100 College Dr,Mena,AR,71953
86,Richard Bland College of the College of William and Mary,11301 Johnson Rd,Petersburg,VA,23805
87,Richland College,12800 Abrams Rd.,Dallas,TX,75243-2199
88,Richland Community College,One College Park,Decatur,IL,62521-8513
89,Richmond Community College,1042 W Hamlet Ave,Hamlet,NC,28345-1189
90,Richmond School of Health and Technology,751 WEST HUNDRED ROAD,CHESTER,VA,23836
91,Richmont Graduate University,1815 McCallie Ave,Chattanooga,TN,37404
92,Rider University,2083 Lawrence Road,Lawrenceville,NJ,08648-3099
93,Ridge Career Center,7700 State Rd 544,Winter Haven,FL,33881-9518
94,Ridgewater College,2101 15th Ave NW,Willmar,MN,56201
95,Ridley-Lowell Business & Technical Institute,186 Providence Street,West Warwick,RI,02893
96,Ridley-Lowell Business & Technical Institute-Binghamton,116 Front St,Binghamton,NY,13905-3190
97,Ridley-Lowell Business & Technical Institute-Danbury,44 Shelter Rock Rd,Danbury,CT,06810
98,Ridley-Lowell Business & Technical Institute-New London,470 Bank Street,New London,CT,06320
99,Ridley-Lowell Business & Technical Institute-Poughkeepsie,26 South Hamilton St,Poughkeepsie,NY,12601
0,Ringling College of Art and Design,2700 North Tamiami Trail,Sarasota,FL,34234-5895
1,Rio Grande Bible Institute,4300 S US Hwy 281,Edinburg,TX,78539-9650
2,Rio Hondo College,3600 Workman Mill Rd,Whittier,CA,90601-1616
3,Rio Salado College,2323 W 14th St,Tempe,AZ,85281
4,Ripon College,300 West Seward Street,Ripon,WI,54971-0248
5,River Parishes Community College,925 West Edenborne Parkway,Gonzales,LA,70737
6,River Valley Community College,1 College Place,Claremont,NH,03743-9707
7,River Valley Cosmetology Institute,1309 South Broadway Avenue,Poteau,OK,74953-5260
8,Riverland Community College,1900 8th Ave NW,Austin,MN,55912-1473
9,Riverside City College,4800 Magnolia Avenue,Riverside,CA,92506
10,Riverside College of Health Careers,316 Main Street,Newport News,VA,23601
11,Riverside County Office of Education,9825 County Farm Road,Riverside,CA,92503-3504
12,Rivertown School of Beauty Barber Skin Care and Nails,"4747 Hamilton Road, Suite E",Columbus,GA,31904
13,Rivier University,420 South Main St,Nashua,NH,03060
14,Rizzieri Aveda School for Beauty and Wellness,8200 Town Center Blvd,Voorhees,NJ,08043-1800
15,Rizzieri Institute,8102 Town Center Boulevard,Voorhees,NJ,08043-1911
16,Roane State Community College,276 Patton Lane,Harriman,TN,37748
17,Roane-Jackson Technical Center,9450 Spencer Rd,Leroy,WV,25252-9700
18,Roanoke College,221 College Lane,Salem,VA,24153-3794
19,Roanoke-Chowan Community College,109 Community College Rd,Ahoskie,NC,27910-9522
20,Rob Roy Academy-Fall River,260 S Main St,Fall River,MA,02720-3445
21,Rob Roy Academy-New Bedford,1872 Acushnet Ave,New Bedford,MA,02720-3445
22,Rob Roy Academy-Taunton,1 School St,Taunton,MA,02780-5339
23,Rob Roy Academy-Worcester,150 Pleasant St,Worcester,MA,01609
24,Robert Fiance Beauty Schools-North Plainfield,121 Watchung Ave,North Plainfield,NJ,07060
25,Robert Fiance Beauty Schools-Perth Amboy,312 State St,Perth Amboy,NJ,08861
26,Robert Fiance Beauty Schools-West New York,5518 Bergenline Ave,West New York,NJ,07093-4623
27,Robert Morgan Educational Center,18180 SW 122nd Ave,Miami,FL,33177
28,Robert Morris University,6001 University Boulevard,Moon Township,PA,15108-1189
29,Robert Morris University Illinois,401 S State Street,Chicago,IL,60605
30,Robert Paul Academy of Cosmetology Arts & Sciences,29 Greenmeadow Dr,Timonium,MD,21093
31,Roberto-Venn School of Luthiery,1012 NW Grand Ave,Phoenix,AZ,85007
32,Roberts Wesleyan College,2301 Westside Dr,Rochester,NY,14624
33,Robeson Community College,5160 Fayetteville Road,Lumberton,NC,28360
34,Rochester College,800 West Avon Road,Rochester Hills,MI,48307
35,Rochester Community and Technical College,851 30th Ave SE,Rochester,MN,55904-4999
36,Rochester General Hospital Clinical Laboratory Technology Program,1425 Portland Ave,Rochester,NY,14621
37,Rochester Institute of Technology,1 Lomb Memorial Dr,Rochester,NY,14623-5603
38,Rochester School of Hair Design,4229 Highway 52 North,Rochester,MN,55901-4310
39,Rock Valley College,3301 N Mulford Rd,Rockford,IL,61114-5699
40,Rockefeller University,1230 York Avenue,New York,NY,10065-6399
41,Rockford University,5050 E State St,Rockford,IL,61108-2311
42,Rockhurst University,1100 Rockhurst Rd,Kansas City,MO,64110-2561
43,Rockingham Community College,Hwy 65w County Home Rd,Wentworth,NC,27375-0038
44,Rockland Community College,145 College Rd,Suffern,NY,10901-3699
45,Rockland County BOCES-Practical Nursing Program,"65 Parrott Rd, Bldg 3",West Nyack,NY,10994
46,Rocky Mountain College,1511 Poly Drive,Billings,MT,59102-1796
47,Rocky Mountain College of Art and Design,1600 Pierce St,Lakewood,CO,80214
48,Rocky Mountain University of Health Professions,122 East 1700 South,Provo,UT,84606
49,Rocky Vista University,8401 S Chambers Road,Parker,CO,80134
50,Roger Williams University,One Old Ferry Road,Bristol,RI,02809-2921
51,Roger Williams University School of Law,Ten Metacom Ave,Bristol,RI,02809-5171
52,Rogers Academy of Hair Design,2903 Mt. Vernon Avenue,Evansville,IN,47712
53,Rogers State University,1701 W Will Rogers Blvd,Claremore,OK,74017-3252
54,Rogies School of Beauty Culture,1315 PONCE DE LEON AVE.,San Juan,PR,00910-1828
55,Rogue Community College,3345 Redwood Hwy,Grants Pass,OR,97527-9291
56,Rolf Institute of Structural Integration,5055 Chaparral Court,Boulder,CO,80301-0000
57,Rolla Technical Institute/Center,500 Forum Drive,Rolla,MO,65401
58,Rollins College,1000 Holt Avenue,Winter Park,FL,32789-4499
59,Roman Academy of Beauty Culture,431 Lafayette Ave,Hawthorne,NJ,07506
60,Roosevelt University,430 S Michigan Ave,Chicago,IL,60605-1394
61,Rosalind Franklin University of Medicine and Science,3333 Green Bay Road,North Chicago,IL,60064-3095
62,Rose State College,6420 S E 15th,Midwest City,OK,73110-2799
63,Rose-Hulman Institute of Technology,5500 Wabash Avenue,Terre Haute,IN,47803-3920
64,Roseburg Beauty College,700 SE Stephens St,Roseburg,OR,97470
65,Rosedale Bible College,2270 Rosedale Rd,Irwin,OH,43029
66,Rosedale Technical Institute,"215 Beecham Drive, Suite 2",Pittsburgh,PA,15205-9791
67,Rosel School of Cosmetology,2444 W Devon Avenue,Chicago,IL,60659
68,Roseman University of Health Sciences,11 Sunset Way,Henderson,NV,89014
69,Rosemead Beauty School,8531 E Valley Blvd,Rosemead,CA,91770-1639
70,Rosemont College,1400 Montgomery Ave,Rosemont,PA,19010-1699
71,Ross College-Sylvania,"5834 Monroe Street, Suite F-J",Sylvania,OH,43560
72,Ross Medical Education Center-Ann Arbor,4741 Washtenaw Ave,Ann Arbor,MI,48108-1411
73,Ross Medical Education Center-Bowling Green,1751 Scottsville Rd Ste 1,Bowling Green,KY,42104
74,Ross Medical Education Center-Brighton,8110 Murphy Drive,Brighton,MI,48116
75,Ross Medical Education Center-Canton,44958 Ford Rd,Canton,MI,48187
76,Ross Medical Education Center-Charleston,"5707 MacCorkle Avenue., SE, Ste. 20",Charleston,WV,25304
77,Ross Medical Education Center-Cincinnati,"11590 Century Boulevard, Suite 210",Cincinnati,OH,45246
78,Ross Medical Education Center-Davison,815 S State St,Davison,MI,48423
79,Ross Medical Education Center-Dayton,4490 Brandt Pike,Dayton,OH,45424
80,Ross Medical Education Center-Erlanger,"600 Rodeo Drive, Ste. 2",Erlanger,KY,41018
81,Ross Medical Education Center-Evansville,227 N. Green River Road,Evansville,IN,47715
82,Ross Medical Education Center-Flint,"G3630 Miller Road, Suite D",Flint,MI,48507
83,Ross Medical Education Center-Fort Wayne,"4122 Lima Road, Unit A5",Fort Wayne,IN,46805
84,Ross Medical Education Center-Granger,445 E University Dr,Granger,IN,46530
85,Ross Medical Education Center-Johnson City,3021 East Oakland Avenue,Johnson City,TN,37601-1526
86,Ross Medical Education Center-Kentwood,"4528 Breton Road, SE",Kentwood,MI,49508
87,Ross Medical Education Center-Kokomo,196 East Southway Boulevard,Kokomo,IN,46902-3650
88,Ross Medical Education Center-Lansing,4106 W Saginaw Hwy,Lansing,MI,48917
89,Ross Medical Education Center-Madison Heights,29429 John R Road,Madison Heights,MI,48071
90,Ross Medical Education Center-Morgantown,1474 East L. Core Road,Morgantown,WV,26505
91,Ross Medical Education Center-New Baltimore,"51133 Birch Street, Ste 100",New Baltimore,MI,48047
92,Ross Medical Education Center-Niles,"5555 Youngstown-Warren Rd, Unit 909",Niles,OH,44446
93,Ross Medical Education Center-Ontario,2150 W 4th St,Ontario,OH,44906
94,Ross Medical Education Center-Owensboro,410 Southtown Boulevard Ste. 6,Owensboro,KY,42303
95,Ross Medical Education Center-Port Huron,"2887 Krafft Road, Suite 700",Port Huron,MI,48060
96,Ross Medical Education Center-Portage,6235 S Westnedge,Portage,MI,49002
97,Ross Medical Education Center-Roosevelt Park,"950 W. Norton Avenue, Suite D",Roosevelt Park,MI,49441
98,Ross Medical Education Center-Saginaw,"4300 Fashion Square Blvd., 2nd Floor, Suite 202",Saginaw,MI,48603
99,Ross Medical Education Center-Taylor,22311 Eureka Road,Taylor,MI,48180
0,Rosslyn Training Academy of Cosmetology,Calle Paz 213,Aguada,PR,00602
1,Rowan College at Gloucester County,1400 Tanyard Road,Sewell,NJ,08080
2,Rowan University,201 Mullica Hill Road,Glassboro,NJ,08028
3,Roxborough Memorial Hospital School of Nursing,5800 Ridge Ave,Philadelphia,PA,19128
4,Roxbury Community College,1234 Columbus Ave,Roxbury Crossing,MA,02120-3400
5,Royale College of Beauty,27485 Commerce Center Dr,Temecula,CA,92590
6,Rudae's School of Beauty Culture-Ft Wayne,5317 Coldwater Rd Coldwater Crossing,Fort Wayne,IN,46825-5444
7,Rudae's School of Beauty Culture-Kokomo,208 W Jefferson St,Kokomo,IN,46901-4516
8,Rudolf Steiner College,9200 Fair Oaks Boulevard,Fair Oaks,CA,95628-6811
9,Rudy & Kelly Academy of Hair and Nails,"1920 Centerville Turnpike, Suite 114",Virginia Beach,VA,23464
10,Rush University,600 S. Paulina St. STE 440,Chicago,IL,60612
11,Rust College,150 Rust Avenue,Holly Springs,MS,38635
12,Rutgers University-Camden,406 Penn,Camden,NJ,08102
13,Rutgers University-New Brunswick,83 Somerset St,New Brunswick,NJ,08901-1281
14,Rutgers University-Newark,"249 University Avenue, Blumenthal Hall",Newark,NJ,07102
15,RWM Fiber Optics,16627 South Avalon Blvd Suite A,Carson,CA,90746-1051
16,Ryder Memorial School for Practical Nursing,Calle Font Martelo #355,Humacao,PR,00791
17,SABER College,"3990 W Flagler St., Ste 103",Miami,FL,33134
18,Sacramento City College,3835 Freeport Blvd,Sacramento,CA,95822-1386
19,Sacred Heart Major Seminary,2701 Chicago Blvd,Detroit,MI,48206-1799
20,Sacred Heart School of Theology,7335 S Hwy 100,Franklin,WI,53132
21,Sacred Heart University,5151 Park Ave,Fairfield,CT,06825-1000
22,Saddleback College,28000 Marguerite Pky,Mission Viejo,CA,92692-3635
23,SAE Institute of Technology-Atlanta,215 Peachtree Street,Atlanta,GA,30303-1736
24,SAE Institute of Technology-Chicago,"820 N. Orleans Street, Suite 125",Chicago,IL,60610-3132
25,SAE Institute of Technology-Los Angeles,6565 Sunset Boulevard,Los Angeles,CA,90028-7219
26,SAE Institute of Technology-Miami,16051 W. Dixie Highway,North Miami Beach,FL,33160-4307
27,SAE Institute of Technology-Nashville,7 Music Circle N,Nashville,TN,37203
28,SAE Institute of Technology-New York,218 West 18th St Fl 4,New York,NY,10011-4552
29,Sage College,"12125 Day Street, Bldg. L",Moreno Valley,CA,92557-6720
30,Sage School of Massage,369 NE Revere Ave Suite 101,Bend,OR,97701
31,Saginaw Chippewa Tribal College,2274 Enterprise Dr,Mount Pleasant,MI,48858
32,Saginaw Valley State University,7400 Bay Rd,University Center,MI,48710
33,Saint Ambrose University,518 W Locust St,Davenport,IA,52803-2898
34,Saint Anselm College,100 Saint Anselm Drive,Manchester,NH,03102-1310
35,Saint Anthony College of Nursing,5658 E State St,Rockford,IL,61108-2468
36,Saint Augustine's University,1315 Oakwood Avenue,Raleigh,NC,27610-2298
37,Saint Catharine College,2735 Bardstown Road,Saint Catharine,KY,40061
38,Saint Charles Borromeo Seminary-Overbrook,100 East Wynnewood Road,Wynnewood,PA,19096
39,Saint Cloud State University,720 Fourth Ave. South,Saint Cloud,MN,56301-4498
40,Saint Edward's University,3001 S Congress Ave,Austin,TX,78704-6489
41,Saint Elizabeth College of Nursing,2215 Genessee St,Utica,NY,13501
42,Saint Elizabeth School of Nursing,1508 Tippecanoe Street,Lafayette,IN,47904-2198
43,Saint Francis Medical Center College of Nursing,511 NE Greenleaf St,Peoria,IL,61603-3783
44,Saint Francis Medical Center School of Nursing,601 Hamilton Ave,Trenton,NJ,08629-1986
45,Saint Francis University,117 Evergreen Dr,Loretto,PA,15940
46,Saint John Fisher College,3690 East Ave,Rochester,NY,14618-3597
47,Saint John Vianney College Seminary,2900 SW 87th Ave,Miami,FL,33165-3244
48,Saint John's Seminary,127 Lake Street,Brighton,MA,02135-3846
49,Saint Johns River State College,5001 Saint Johns Ave,Palatka,FL,32177
50,Saint Johns University,2850 Abbey Plaza,Collegeville,MN,56321
51,Saint Joseph Seminary College,75376 River Road,St. Benedict,LA,70457
52,Saint Joseph's College of Maine,278 Whites Bridge Rd,Standish,ME,04084-5236
53,Saint Joseph's College-New York,245 Clinton Ave,Brooklyn,NY,11205-3688
54,Saint Joseph's University,5600 City Avenue,Philadelphia,PA,19131-1395
